date,country,daily_cases,daily_deaths,daily_recovered,total_cases,total_deaths,total_recovered,active_cases
2020-11-07,Brazil,17474,297,17956,1858652,32933,1594147,231572
2020-11-08,Brazil,18495,483,18683,1877147,33416,1612830,230901
2020-11-09,Brazil,19147,333,17823,1896294,33749,1630653,231892
2020-11-10,Brazil,27163,307,13676,1923457,34056,1644329,245072
2020-11-11,Brazil,24023,288,19938,1947480,34344,1664267,248869
2020-11-12,Brazil,20553,374,21305,1968033,34718,1685572,247743
2020-11-13,Brazil,21285,360,27722,1989318,35078,1713294,240946
2020-11-14,Brazil,20848,337,25660,2010166,35415,1738954,235797
2020-11-15,Brazil,25402,554,13628,2035568,35969,1752582,247017
2020-11-16,Brazil,22339,244,19616,2057907,36213,1772198,249496
2020-11-17,Brazil,25712,533,15555,2083619,36746,1787753,259120
2020-11-18,Brazil,20840,349,19603,2104459,37095,1807356,260008
2020-11-19,Brazil,20593,248,16055,2125052,37343,1823411,264298
2020-11-20,Brazil,18735,308,27329,2143787,37651,1850740,255396
2020-11-21,Brazil,20696,258,21048,2164483,37909,1871788,254786
2020-11-22,Brazil,22332,446,19322,2186815,38355,1891110,257350
2020-11-23,Brazil,25995,403,18326,2212810,38758,1909436,264616
2020-11-24,Brazil,26706,491,21659,2239516,39249,1931095,269172
2020-11-25,Brazil,27398,549,22344,2266914,39798,1953439,273677
2020-11-26,Brazil,19878,257,22629,2286792,40055,1976068,270669
2020-11-27,Brazil,17108,280,23834,2303900,40335,1999902,263663
2020-11-28,Brazil,19366,210,19777,2323266,40545,2019679,263042
2020-11-29,Brazil,19978,390,20061,2343244,40935,2039740,262569
2020-11-30,Brazil,26457,412,16615,2369701,41347,2056355,271999
2020-12-01,Brazil,23504,468,20286,2393205,41815,2076641,274749
2020-12-02,Brazil,21130,382,24719,2414335,42197,2101360,270778
2020-12-03,Brazil,18504,262,23013,2432839,42459,2124373,266007
2020-12-04,Brazil,18368,386,28642,2451207,42845,2153015,255347
2020-12-05,Brazil,17530,384,30242,2468737,43229,2183257,242251
2020-12-06,Brazil,18851,453,17525,2487588,43682,2200782,243124
2020-12-07,Brazil,24841,285,14033,2512429,43967,2214815,253647
2020-12-08,Brazil,20671,501,19152,2533100,44468,2233967,254665
2020-12-09,Brazil,20393,368,18129,2553493,44836,2252096,256561
2020-12-10,Brazil,18510,322,30144,2572003,45158,2282240,244605
2020-12-11,Brazil,13758,332,22642,2585761,45490,2304882,235389
2020-12-12,Brazil,16724,346,18657,2602485,45836,2323539,233110
2020-12-13,Brazil,16434,290,15726,2618919,46126,2339265,233528
2020-12-14,Brazil,21014,463,19555,2639933,46589,2358820,234524
2020-12-15,Brazil,18345,284,15867,2658278,46873,2374687,236718
2020-12-16,Brazil,19142,453,18176,2677420,47326,2392863,237231
2020-12-17,Brazil,17008,309,26126,2694428,47635,2418989,227804
2020-12-18,Brazil,14961,391,18883,2709389,48026,2437872,223491
2020-12-19,Brazil,14472,272,19487,2723861,48298,2457359,218204
2020-12-20,Brazil,15455,292,17740,2739316,48590,2475099,215627
2020-12-21,Brazil,16434,364,14110,2755750,48954,2489209,217587
2020-12-22,Brazil,19334,420,17003,2775084,49374,2506212,219498
2020-12-23,Brazil,14843,302,15429,2789927,49676,2521641,218610
2020-12-24,Brazil,12373,360,20301,2802300,50036,2541942,210322
2020-12-25,Brazil,12680,218,16956,2814980,50254,2558898,205828
2020-12-26,Brazil,11383,173,15661,2826363,50427,2574559,201377
2020-12-27,Brazil,12422,249,16748,2838785,50676,2591307,196802
2020-12-28,Brazil,12964,275,17080,2851749,50951,2608387,192411
2020-12-29,Brazil,14098,316,12665,2865847,51267,2621052,193528
2020-12-30,Brazil,13195,249,13689,2879042,51516,2634741,192785
2020-12-31,Brazil,11583,343,14402,2890625,51859,2649143,189623
2021-01-01,Brazil,10876,250,19905,2901501,52109,2669048,180344
2021-01-02,Brazil,10604,237,14888,2912105,52346,2683936,175823
2021-01-03,Brazil,11049,296,11689,2923154,52642,2695625,174887
2021-01-04,Brazil,12006,332,11055,2935160,52974,2706680,175506
2021-01-05,Brazil,12674,326,11028,2947834,53300,2717708,176826
2021-01-06,Brazil,12126,212,10059,2959960,53512,2727767,178681
2021-01-07,Brazil,9491,134,12623,2969451,53646,2740390,175415
2021-01-08,Brazil,8031,184,14713,2977482,53830,2755103,168549
2021-01-09,Brazil,7723,167,11082,2985205,53997,2766185,165023
2021-01-10,Brazil,8173,213,9415,2993378,54210,2775600,163568
2021-01-11,Brazil,10578,202,12090,3003956,54412,2787690,161854
2021-01-12,Brazil,10486,268,9557,3014442,54680,2797247,162515
2021-01-13,Brazil,9480,193,11811,3023922,54873,2809058,159991
2021-01-14,Brazil,7662,191,11348,3031584,55064,2820406,156114
2021-01-15,Brazil,7659,224,11969,3039243,55288,2832375,151580
2021-01-16,Brazil,6667,188,12151,3045910,55476,2844526,145908
2021-01-17,Brazil,8246,181,8305,3054156,55657,2852831,145668
2021-01-18,Brazil,8326,175,7811,3062482,55832,2860642,146008
2021-01-19,Brazil,7962,183,7131,3070444,56015,2867773,146656
2021-01-20,Brazil,7964,166,6810,3078408,56181,2874583,147644
2021-01-21,Brazil,6748,139,10497,3085156,56320,2885080,143756
2021-01-22,Brazil,6016,152,9801,3091172,56472,2894881,139819
2021-01-23,Brazil,5975,121,8957,3097147,56593,2903838,136716
2021-01-24,Brazil,6594,98,6465,3103741,56691,2910303,136747
2021-01-25,Brazil,8670,234,8522,3112411,56925,2918825,136661
2021-01-26,Brazil,8069,182,6961,3120480,57107,2925786,137587
2021-01-27,Brazil,7165,111,8679,3127645,57218,2934465,135962
2021-01-28,Brazil,5946,114,7748,3133591,57332,2942213,134046
2021-01-29,Brazil,5778,127,6321,3139369,57459,2948534,133376
2021-01-30,Brazil,5733,145,9138,3145102,57604,2957672,129826
2021-01-31,Brazil,6239,104,6438,3151341,57708,2964110,129523
2021-02-01,Brazil,6793,161,5342,3158134,57869,2969452,130813
2021-02-02,Brazil,7121,165,5975,3165255,58034,2975427,131794
2021-02-03,Brazil,5001,112,7069,3170256,58146,2982496,129614
2021-02-04,Brazil,6033,102,8304,3176289,58248,2990800,127241
2021-02-05,Brazil,5265,76,8736,3181554,58324,2999536,123694
2021-02-06,Brazil,6476,92,7623,3188030,58416,3007159,122455
2021-02-07,Brazil,6625,105,5093,3194655,58521,3012252,123882
2021-02-08,Brazil,6814,157,5173,3201469,58678,3017425,125366
2021-02-09,Brazil,7858,157,6030,3209327,58835,3023455,127037
2021-02-10,Brazil,6875,97,4364,3216202,58932,3027819,129451
2021-02-11,Brazil,7010,57,6423,3223212,58989,3034242,129981
2021-02-12,Brazil,6486,91,5858,3229698,59080,3040100,130518
2021-02-13,Brazil,7263,96,4572,3236961,59176,3044672,133113
2021-02-14,Brazil,7381,104,5618,3244342,59280,3050290,134772
2021-02-15,Brazil,9116,100,4873,3253458,59380,3055163,138915
2021-02-16,Brazil,8591,115,5873,3262049,59495,3061036,141518
2021-02-17,Brazil,9797,103,5662,3271846,59598,3066698,145550
2021-02-18,Brazil,8789,102,8040,3280635,59700,3074738,146197
2021-02-19,Brazil,8310,76,8952,3288945,59776,3083690,145479
2021-02-20,Brazil,8579,91,5833,3297524,59867,3089523,148134
2021-02-21,Brazil,10429,100,7794,3307953,59967,3097317,150669
2021-02-22,Brazil,13224,141,5977,3321177,60108,3103294,157775
2021-02-23,Brazil,12215,118,7062,3333392,60226,3110356,162810
2021-02-24,Brazil,12213,107,7040,3345605,60333,3117396,167876
2021-02-25,Brazil,10070,98,8173,3355675,60431,3125569,169675
2021-02-26,Brazil,9748,123,9058,3365423,60554,3134627,170242
2021-02-27,Brazil,11356,157,9523,3376779,60711,3144150,171918
2021-02-28,Brazil,14450,124,8035,3391229,60835,3152185,178209
2021-03-01,Brazil,15112,143,6936,3406341,60978,3159121,186242
2021-03-02,Brazil,16148,133,7499,3422489,61111,3166620,194758
2021-03-03,Brazil,15380,79,8368,3437869,61190,3174988,201691
2021-03-04,Brazil,13882,155,12710,3451751,61345,3187698,202708
2021-03-05,Brazil,14082,131,10323,3465833,61476,3198021,206336
2021-03-06,Brazil,13001,143,11413,3478834,61619,3209434,207781
2021-03-07,Brazil,19147,137,10991,3497981,61756,3220425,215800
2021-03-08,Brazil,19058,186,10480,3517039,61942,3230905,224192
2021-03-09,Brazil,22650,171,10866,3539689,62113,3241771,235805
2021-03-10,Brazil,18525,224,13751,3558214,62337,3255522,240355
2021-03-11,Brazil,19749,141,17234,3577963,62478,3272756,242729
2021-03-12,Brazil,18671,210,16309,3596634,62688,3289065,244881
2021-03-13,Brazil,19533,187,14280,3616167,62875,3303345,249947
2021-03-14,Brazil,20428,163,11426,3636595,63038,3314771,258786
2021-03-15,Brazil,26128,222,14051,3662723,63260,3328822,270641
2021-03-16,Brazil,24563,212,13516,3687286,63472,3342338,281476
2021-03-17,Brazil,25482,130,17220,3712768,63602,3359558,289608
2021-03-18,Brazil,25474,275,18828,3738242,63877,3378386,295979
2021-03-19,Brazil,23553,241,20953,3761795,64118,3399339,298338
2021-03-20,Brazil,23596,215,17456,3785391,64333,3416795,304263
2021-03-21,Brazil,25322,296,14242,3810713,64629,3431037,315047
2021-03-22,Brazil,33170,206,17526,3843883,64835,3448563,330485
2021-03-23,Brazil,33289,305,20569,3877172,65140,3469132,342900
2021-03-24,Brazil,25814,322,18372,3902986,65462,3487504,350020
2021-03-25,Brazil,30323,232,25214,3933309,65694,3512718,354897
2021-03-26,Brazil,26653,136,21797,3959962,65830,3534515,359617
2021-03-27,Brazil,30994,276,25344,3990956,66106,3559859,364991
2021-03-28,Brazil,29902,293,23925,4020858,66399,3583784,370675
2021-03-29,Brazil,27923,396,20487,4048781,66795,3604271,377715
2021-03-30,Brazil,40113,414,25670,4088894,67209,3629941,391744
2021-03-31,Brazil,38085,422,26567,4126979,67631,3656508,402840
2021-04-01,Brazil,28814,393,29916,4155793,68024,3686424,401345
2021-04-02,Brazil,28585,428,33548,4184378,68452,3719972,395954
2021-04-03,Brazil,39850,240,26113,4224228,68692,3746085,409451
2021-04-04,Brazil,36720,407,30979,4260948,69099,3777064,414785
2021-04-05,Brazil,45259,544,21251,4306207,69643,3798315,438249
2021-04-06,Brazil,42245,364,32749,4348452,70007,3831064,447381
2021-04-07,Brazil,35006,262,27070,4383458,70269,3858134,455055
2021-04-08,Brazil,36915,374,25846,4420373,70643,3883980,465750
2021-04-09,Brazil,33900,334,48666,4454273,70977,3932646,450650
2021-04-10,Brazil,35104,515,37665,4489377,71492,3970311,447574
2021-04-11,Brazil,41187,378,26592,4530564,71870,3996903,461791
2021-04-12,Brazil,47948,333,21389,4578512,72203,4018292,488017
2021-04-13,Brazil,48079,506,43572,4626591,72709,4061864,492018
2021-04-14,Brazil,41027,669,30509,4667618,73378,4092373,501867
2021-04-15,Brazil,41978,413,39088,4709596,73791,4131461,504344
2021-04-16,Brazil,31386,394,39211,4740982,74185,4170672,496125
2021-04-17,Brazil,32362,556,38365,4773344,74741,4209037,489566
2021-04-18,Brazil,46733,658,38178,4820077,75399,4247215,497463
2021-04-19,Brazil,51569,547,32030,4871646,75946,4279245,516455
2021-04-20,Brazil,50836,757,34738,4922482,76703,4313983,531796
2021-04-21,Brazil,42311,517,37165,4964793,77220,4351148,536425
2021-04-22,Brazil,39552,505,46672,5004345,77725,4397820,528800
2021-04-23,Brazil,37558,718,46494,5041903,78443,4444314,519146
2021-04-24,Brazil,34643,390,43201,5076546,78833,4487515,510198
2021-04-25,Brazil,42346,538,44196,5118892,79371,4531711,507810
2021-04-26,Brazil,52887,507,31618,5171779,79878,4563329,528572
2021-04-27,Brazil,57384,802,29941,5229163,80680,4593270,555213
2021-04-28,Brazil,46156,767,48191,5275319,81447,4641461,552411
2021-04-29,Brazil,44331,781,49050,5319650,82228,4690511,546911
2021-04-30,Brazil,32209,544,43522,5351859,82772,4734033,535054
2021-05-01,Brazil,41212,432,38980,5393071,83204,4773013,536854
2021-05-02,Brazil,41275,601,38290,5434346,83805,4811303,539238
2021-05-03,Brazil,50189,475,39337,5484535,84280,4850640,549615
2021-05-04,Brazil,48917,989,32646,5533452,85269,4883286,564897
2021-05-05,Brazil,50875,639,35736,5584327,85908,4919022,579397
2021-05-06,Brazil,37244,491,51059,5621571,86399,4970081,565091
2021-05-07,Brazil,38047,653,55713,5659618,87052,5025794,546772
2021-05-08,Brazil,36247,383,45133,5695865,87435,5070927,537503
2021-05-09,Brazil,41015,627,46472,5736880,88062,5117399,531419
2021-05-10,Brazil,45192,698,34071,5782072,88760,5151470,541842
2021-05-11,Brazil,43321,883,37212,5825393,89643,5188682,547068
2021-05-12,Brazil,42549,620,37182,5867942,90263,5225864,551815
2021-05-13,Brazil,36676,427,43169,5904618,90690,5269033,544895
2021-05-14,Brazil,33796,443,50241,5938414,91133,5319274,528007
2021-05-15,Brazil,33967,675,55916,5972381,91808,5375190,505383
2021-05-16,Brazil,39987,554,34627,6012368,92362,5409817,510189
2021-05-17,Brazil,44314,782,35643,6056682,93144,5445460,518078
2021-05-18,Brazil,38071,521,39901,6094753,93665,5485361,515727
2021-05-19,Brazil,40521,680,41365,6135274,94345,5526726,514203
2021-05-20,Brazil,29505,437,45276,6164779,94782,5572002,497995
2021-05-21,Brazil,30526,585,36635,6195305,95367,5608637,491301
2021-05-22,Brazil,30962,487,43619,6226267,95854,5652256,478157
2021-05-23,Brazil,27680,622,31937,6253947,96476,5684193,473278
2021-05-24,Brazil,35934,732,28764,6289881,97208,5712957,479716
2021-05-25,Brazil,34384,655,31477,6324265,97863,5744434,481968
2021-05-26,Brazil,30412,595,36138,6354677,98458,5780572,475647
2021-05-27,Brazil,30692,388,41598,6385369,98846,5822170,464353
2021-05-28,Brazil,23344,446,31281,6408713,99292,5853451,455970
2021-05-29,Brazil,23182,400,42629,6431895,99692,5896080,436123
2021-05-30,Brazil,27459,489,31518,6459354,100181,5927598,431575
2021-05-31,Brazil,31248,538,23598,6490602,100719,5951196,438687
2021-06-01,Brazil,29165,401,32631,6519767,101120,5983827,434820
2021-06-02,Brazil,29065,322,24418,6548832,101442,6008245,439145
2021-06-03,Brazil,23574,333,37452,6572406,101775,6045697,424934
2021-06-04,Brazil,16511,413,32782,6588917,102188,6078479,408250
2021-06-05,Brazil,19154,294,29279,6608071,102482,6107758,397831
2021-06-06,Brazil,20919,360,28918,6628990,102842,6136676,389472
2021-06-07,Brazil,24544,642,25126,6653534,103484,6161802,388248
2021-06-08,Brazil,18490,535,19496,6672024,104019,6181298,386707
2021-06-09,Brazil,25248,521,27962,6697272,104540,6209260,383472
2021-06-10,Brazil,18491,425,33301,6715763,104965,6242561,368237
2021-06-11,Brazil,15780,369,30004,6731543,105334,6272565,353644
2021-06-12,Brazil,16976,254,34388,6748519,105588,6306953,335978
2021-06-13,Brazil,20055,306,21433,6768574,105894,6328386,334294
2021-06-14,Brazil,19384,180,17367,6787958,106074,6345753,336131
2021-06-15,Brazil,19195,459,18192,6807153,106533,6363945,336675
2021-06-16,Brazil,16061,483,22559,6823214,107016,6386504,329694
2021-06-17,Brazil,13216,266,23544,6836430,107282,6410048,319100
2021-06-18,Brazil,11240,198,17061,6847670,107480,6427109,313081
2021-06-19,Brazil,10792,205,27403,6858462,107685,6454512,296265
2021-06-20,Brazil,11824,283,16878,6870286,107968,6471390,290928
2021-06-21,Brazil,11906,378,13008,6882192,108346,6484398,289448
2021-06-22,Brazil,12987,151,15454,6895179,108497,6499852,286830
2021-06-23,Brazil,10015,342,20444,6905194,108839,6520296,276059
2021-06-24,Brazil,9827,218,21199,6915021,109057,6541495,264469
2021-06-25,Brazil,8388,201,18631,6923409,109258,6560126,254025
2021-06-26,Brazil,8369,230,17451,6931778,109488,6577577,244713
2021-06-27,Brazil,8533,239,10964,6940311,109727,6588541,242043
2021-06-28,Brazil,11772,235,10312,6952083,109962,6598853,243268
2021-06-29,Brazil,10195,227,10061,6962278,110189,6608914,243175
2021-06-30,Brazil,7292,236,11221,6969570,110425,6620135,239010
2021-07-01,Brazil,6859,176,11525,6976429,110601,6631660,234168
2021-07-02,Brazil,5536,144,13328,6981965,110745,6644988,226232
2021-07-03,Brazil,5227,98,9186,6987192,110843,6654174,222175
2021-07-04,Brazil,5437,133,9565,6992629,110976,6663739,217914
2021-07-05,Brazil,6645,171,8016,6999274,111147,6671755,216372
2021-07-06,Brazil,5877,159,7290,7005151,111306,6679045,214800
2021-07-07,Brazil,5866,137,8098,7011017,111443,6687143,212431
2021-07-08,Brazil,4858,161,11138,7015875,111604,6698281,205990
2021-07-09,Brazil,4292,122,9625,7020167,111726,6707906,200535
2021-07-10,Brazil,3503,103,7022,7023670,111829,6714928,196913
2021-07-11,Brazil,4153,92,6634,7027823,111921,6721562,194340
2021-07-12,Brazil,4409,69,5084,7032232,111990,6726646,193596
2021-07-13,Brazil,3885,118,5656,7036117,112108,6732302,191707
2021-07-14,Brazil,3299,81,4609,7039416,112189,6736911,190316
2021-07-15,Brazil,3262,88,5919,7042678,112277,6742830,187571
2021-07-16,Brazil,2514,64,7210,7045192,112341,6750040,182811
2021-07-17,Brazil,2508,58,5046,7047700,112399,6755086,180215
2021-07-18,Brazil,2360,41,4032,7050060,112440,6759118,178502
2021-07-19,Brazil,2377,63,4422,7052437,112503,6763540,176394
2021-07-20,Brazil,2405,76,2664,7054842,112579,6766204,176059
2021-07-21,Brazil,2160,93,3893,7057002,112672,6770097,174233
2021-07-22,Brazil,1631,56,5140,7058633,112728,6775237,170668
2021-07-23,Brazil,1514,53,3153,7060147,112781,6778390,168976
2021-07-24,Brazil,1259,48,2539,7061406,112829,6780929,167648
2021-07-25,Brazil,1395,40,2662,7062801,112869,6783591,166341
2021-07-26,Brazil,1674,55,2630,7064475,112924,6786221,165330
2021-07-27,Brazil,1584,38,2678,7066059,112962,6788899,164198
2021-07-28,Brazil,1260,44,2149,7067319,113006,6791048,163265
2021-07-29,Brazil,971,38,2437,7068290,113044,6793485,161761
2021-07-30,Brazil,820,30,2629,7069110,113074,6796114,159922
2021-07-31,Brazil,828,24,2444,7069938,113098,6798558,158282
2021-08-01,Brazil,940,31,1527,7070878,113129,6800085,157664
2021-08-02,Brazil,990,38,1118,7071868,113167,6801203,157498
2021-08-03,Brazil,837,22,1109,7072705,113189,6802312,157204
2021-08-04,Brazil,678,23,1282,7073383,113212,6803594,156577
2021-08-05,Brazil,617,19,1565,7074000,113231,6805159,155610
2021-08-06,Brazil,474,19,1492,7074474,113250,6806651,154573
2021-08-07,Brazil,462,12,1344,7074936,113262,6807995,153679
2021-08-08,Brazil,556,6,1050,7075492,113268,6809045,153179
2021-08-09,Brazil,550,24,773,7076042,113292,6809818,152932
2021-08-10,Brazil,493,20,882,7076535,113312,6810700,152523
2021-08-11,Brazil,373,9,934,7076908,113321,6811634,151953
2021-08-12,Brazil,340,9,956,7077248,113330,6812590,151328
2021-08-13,Brazil,304,12,876,7077552,113342,6813466,150744
2021-08-14,Brazil,258,11,655,7077810,113353,6814121,150336
2021-08-15,Brazil,307,12,714,7078117,113365,6814835,149917
2021-08-16,Brazil,315,10,389,7078432,113375,6815224,149833
2021-08-17,Brazil,305,9,420,7078737,113384,6815644,149709
2021-08-18,Brazil,237,7,527,7078974,113391,6816171,149412
2021-08-19,Brazil,196,8,551,7079170,113399,6816722,149049
2021-08-20,Brazil,177,4,533,7079347,113403,6817255,148689
2021-08-21,Brazil,158,4,357,7079505,113407,6817612,148486
2021-08-22,Brazil,155,7,279,7079660,113414,6817891,148355
2021-08-23,Brazil,164,5,316,7079824,113419,6818207,148198
2021-08-24,Brazil,169,6,266,7079993,113425,6818473,148095
2021-08-25,Brazil,132,3,237,7080125,113428,6818710,147987
2021-08-26,Brazil,123,3,302,7080248,113431,6819012,147805
2021-08-27,Brazil,120,2,246,7080368,113433,6819258,147677
2021-08-28,Brazil,93,2,212,7080461,113435,6819470,147556
2021-08-29,Brazil,143,2,171,7080604,113437,6819641,147526
2021-08-30,Brazil,156,3,183,7080760,113440,6819824,147496
2021-08-31,Brazil,145,2,153,7080905,113442,6819977,147486
2021-09-01,Brazil,150,2,129,7081055,113444,6820106,147505
2021-09-02,Brazil,132,2,171,7081187,113446,6820277,147464
2021-09-03,Brazil,140,1,138,7081327,113447,6820415,147465
2021-09-04,Brazil,151,2,130,7081478,113449,6820545,147484
2021-09-05,Brazil,152,2,108,7081630,113451,6820653,147526
2021-09-06,Brazil,216,1,110,7081846,113452,6820763,147631
2021-09-07,Brazil,227,1,93,7082073,113453,6820856,147764
2021-09-08,Brazil,236,2,144,7082309,113455,6821000,147854
2021-09-09,Brazil,212,0,169,7082521,113455,6821169,147897
2021-09-10,Brazil,258,1,138,7082779,113456,6821307,148016
2021-09-11,Brazil,280,1,148,7083059,113457,6821455,148147
2021-09-12,Brazil,305,1,121,7083364,113458,6821576,148330
2021-09-13,Brazil,358,1,136,7083722,113459,6821712,148551
2021-09-14,Brazil,441,1,151,7084163,113460,6821863,148840
2021-09-15,Brazil,485,1,144,7084648,113461,6822007,149180
2021-09-16,Brazil,464,1,169,7085112,113462,6822176,149474
2021-09-17,Brazil,507,1,225,7085619,113463,6822401,149755
2021-09-18,Brazil,561,1,234,7086180,113464,6822635,150081
2021-09-19,Brazil,713,1,189,7086893,113465,6822824,150604
2021-09-20,Brazil,839,1,215,7087732,113466,6823039,151227
2021-09-21,Brazil,824,2,308,7088556,113468,6823347,151741
2021-09-22,Brazil,936,2,307,7089492,113470,6823654,152368
2021-09-23,Brazil,999,1,335,7090491,113471,6823989,153031
2021-09-24,Brazil,923,2,375,7091414,113473,6824364,153577
2021-09-25,Brazil,1099,2,427,7092513,113475,6824791,154247
2021-09-26,Brazil,1283,1,503,7093796,113476,6825294,155026
2021-09-27,Brazil,1484,3,493,7095280,113479,6825787,156014
2021-09-28,Brazil,1803,3,508,7097083,113482,6826295,157306
2021-09-29,Brazil,1902,6,719,7098985,113488,6827014,158483
2021-09-30,Brazil,1692,5,739,7100677,113493,6827753,159431
2021-10-01,Brazil,1751,4,909,7102428,113497,6828662,160269
2021-10-02,Brazil,1866,4,1020,7104294,113501,6829682,161111
2021-10-03,Brazil,2721,6,914,7107015,113507,6830596,162912
2021-10-04,Brazil,2972,9,830,7109987,113516,6831426,165045
2021-10-05,Brazil,3799,8,778,7113786,113524,6832204,168058
2021-10-06,Brazil,3864,8,1049,7117650,113532,6833253,170865
2021-10-07,Brazil,3265,9,1233,7120915,113541,6834486,172888
2021-10-08,Brazil,2997,7,1754,7123912,113548,6836240,174124
2021-10-09,Brazil,3047,9,1766,7126959,113557,6838006,175396
2021-10-10,Brazil,3962,7,1405,7130921,113564,6839411,177946
2021-10-11,Brazil,4835,17,1633,7135756,113581,6841044,181131
2021-10-12,Brazil,6692,18,1881,7142448,113599,6842925,185924
2021-10-13,Brazil,6106,15,2750,7148554,113614,6845675,189265
2021-10-14,Brazil,5909,22,2311,7154463,113636,6847986,192841
2021-10-15,Brazil,4638,17,3600,7159101,113653,6851586,193862
2021-10-16,Brazil,5677,14,3196,7164778,113667,6854782,196329
2021-10-17,Brazil,8193,30,3417,7172971,113697,6858199,201075
2021-10-18,Brazil,9393,30,3102,7182364,113727,6861301,207336
2021-10-19,Brazil,9990,38,2662,7192354,113765,6863963,214626
2021-10-20,Brazil,10524,33,3512,7202878,113798,6867475,221605
2021-10-21,Brazil,10702,33,4427,7213580,113831,6871902,227847
2021-10-22,Brazil,9080,26,4977,7222660,113857,6876879,231924
2021-10-23,Brazil,10267,31,6058,7232927,113888,6882937,236102
2021-10-24,Brazil,12533,22,5517,7245460,113910,6888454,243096
2021-10-25,Brazil,17514,41,4884,7262974,113951,6893338,255685
2021-10-26,Brazil,13362,83,4851,7276336,114034,6898189,264113
2021-10-27,Brazil,16739,47,7378,7293075,114081,6905567,273427
2021-10-28,Brazil,14665,47,7658,7307740,114128,6913225,280387
2021-10-29,Brazil,14994,38,8627,7322734,114166,6921852,286716
2021-10-30,Brazil,14895,39,8908,7337629,114205,6930760,292664
2021-10-31,Brazil,18785,41,11297,7356414,114246,6942057,300111
2021-11-01,Brazil,23556,81,8108,7379970,114327,6950165,315478
2021-11-02,Brazil,30174,93,9978,7410144,114420,6960143,335581
2021-11-03,Brazil,25222,94,11573,7435366,114514,6971716,349136
2021-11-04,Brazil,20435,93,14679,7455801,114607,6986395,354799
2021-11-05,Brazil,20366,82,12611,7476167,114689,6999006,362472
2021-11-06,Brazil,22094,111,17032,7498261,114800,7016038,367423
2021-11-07,Brazil,23368,108,12378,7521629,114908,7028416,378305
2021-11-08,Brazil,31153,138,15558,7552782,115046,7043974,393762
2021-11-09,Brazil,36433,112,13084,7589215,115158,7057058,416999
2021-11-10,Brazil,30074,166,17162,7619289,115324,7074220,429745
2021-11-11,Brazil,33327,166,23813,7652616,115490,7098033,439093
2021-11-12,Brazil,30484,115,27045,7683100,115605,7125078,442417
2021-11-13,Brazil,29800,133,24304,7712900,115738,7149382,447780
2021-11-14,Brazil,36969,176,19000,7749869,115914,7168382,465573
2021-11-15,Brazil,49069,165,19804,7798938,116079,7188186,494673
2021-11-16,Brazil,49155,264,16160,7848093,116343,7204346,527404
2021-11-17,Brazil,44860,155,18328,7892953,116498,7222674,553781
2021-11-18,Brazil,40066,114,31749,7933019,116612,7254423,561984
2021-11-19,Brazil,38905,189,38603,7971924,116801,7293026,562097
2021-11-20,Brazil,39709,176,26242,8011633,116977,7319268,575388
2021-11-21,Brazil,40352,209,31213,8051985,117186,7350481,584318
2021-11-22,Brazil,65171,266,30127,8117156,117452,7380608,619096
2021-11-23,Brazil,60057,250,30591,8177213,117702,7411199,648312
2021-11-24,Brazil,58640,254,28293,8235853,117956,7439492,678405
2021-11-25,Brazil,51138,213,42932,8286991,118169,7482424,686398
2021-11-26,Brazil,45426,330,45619,8332417,118499,7528043,685875
2021-11-27,Brazil,50516,183,46093,8382933,118682,7574136,690115
2021-11-28,Brazil,51999,299,48073,8434932,118981,7622209,693742
2021-11-29,Brazil,80751,326,36497,8515683,119307,7658706,737670
2021-11-30,Brazil,64684,458,32757,8580367,119765,7691463,769139
2021-12-01,Brazil,62595,349,40296,8642962,120114,7731759,791089
2021-12-02,Brazil,59046,298,70828,8702008,120412,7802587,779009
2021-12-03,Brazil,62928,377,58277,8764936,120789,7860864,783283
2021-12-04,Brazil,60213,330,51190,8825149,121119,7912054,791976
2021-12-05,Brazil,62531,366,53795,8887680,121485,7965849,800346
2021-12-06,Brazil,86794,430,46502,8974474,121915,8012351,840208
2021-12-07,Brazil,87047,353,43519,9061521,122268,8055870,883383
2021-12-08,Brazil,80912,488,51823,9142433,122756,8107693,911984
2021-12-09,Brazil,72996,389,85251,9215429,123145,8192944,899340
2021-12-10,Brazil,76092,414,69435,9291521,123559,8262379,905583
2021-12-11,Brazil,78479,401,59691,9370000,123960,8322070,923970
2021-12-12,Brazil,72278,436,54654,9442278,124396,8376724,941158
2021-12-13,Brazil,97465,437,67824,9539743,124833,8444548,970362
2021-12-14,Brazil,91971,713,50809,9631714,125546,8495357,1010811
2021-12-15,Brazil,86854,482,62662,9718568,126028,8558019,1034521
2021-12-16,Brazil,63775,535,71906,9782343,126563,8629925,1025855
2021-12-17,Brazil,66773,415,92467,9849116,126978,8722392,999746
2021-12-18,Brazil,65696,504,75671,9914812,127482,8798063,989267
2021-12-19,Brazil,85110,364,78965,9999922,127846,8877028,995048
2021-12-20,Brazil,96986,742,76638,10096908,128588,8953666,1014654
2021-12-21,Brazil,76480,632,66124,10173388,129220,9019790,1024378
2021-12-22,Brazil,85009,634,79271,10258397,129854,9099061,1029482
2021-12-23,Brazil,81325,646,108080,10339722,130500,9207141,1002081
2021-12-24,Brazil,66945,443,96082,10406667,130943,9303223,972501
